id,overview_eng,labels
208322,"Jessie, James, and Meowth dig a trap for our heroes, but they end up falling into it themselves!

Ash and Misty arrive at Pewter City and meet a curious fellow named Flint, who notices that Pikachu is tired and shows them the way to the Pokémon Center.

At the Pokémon Center, Ash reads a poster promoting the Pokémon League Regional Championships—to compete, you have to beat gym leaders from various towns and win their badges. Ash challenges the Pewter City Gym Leader, Brock, but even a healed Pikachu has no chance against Brock's Rock-type Pokémon. Later, Flint shows Ash a surprising side of Brock—when he's not battling and raising Pokémon, he has to take care of his ten brothers and sisters.

Will this news affect Ash's desire to battle Brock again for the Rock Badge? Who is this Flint guy, and why does he insist on helping Ash train Pikachu for the rematch? And will Team Rocket ever climb out of that hole?",[]
208323,"Will Team Rocket steal the Moon Stone? Are there other Clefairy lurking about, and do they carry Moon Stones, too? And is the legend of the Moon Stone true?","[('Clefairy', 'POKEMON'), ('Moon Stones', 'PERSON'), ('the Moon Stone', 'LOC')]"
208324,"In his search to collect Trainer Badges, Ash heads for Cerulean City, intending to confront the Cerulean Gym Leader. For some reason, Misty expresses a desire to avoid Cerulean City and disappears somewhere along the way. Without concern for Misty, Ash and Pikachu continue toward the Cerulean City Gym. When they arrive, the exterior of the Gym gives the strange appearance of an aquarium. Upon entering the building, Ash and Pikachu are entranced by a synchronized swimming show being performed by three beautiful sisters. Could this truly be the Cerulean Gym? And what could be the role of the three beautiful swimming sisters? More importantly, will Ash be able to defeat the strangely absent Gym Leader to earn his next badge?
","[('Trainer Badges', 'ORG'), ('Misty', 'CHARACTER'), ('the Cerulean City Gym', 'ORG'), ('Gym', 'PERSON'), ('Pikachu', 'POKEMON'), ('the Cerulean Gym', 'ORG'), ('three', 'CARDINAL'), ('Ash', 'CHARACTER'), ('Gym Leader', 'PERSON')]"
208325,"On the way to Vermillion City, Ash meets AJ, a Gym Leader at an unsanctioned Gym who has 98 wins and zero losses. They battle, and Ash is surprised that AJ's Ground-type Sandshrew can easily beat his Flying-type Pokémon.","[('Vermillion City', 'GPE'), ('Gym', 'PERSON'), ('98', 'CARDINAL'), ('zero', 'CARDINAL'), ('Ash', 'CHARACTER'), ('AJ', 'ORG'), ('Sandshrew', 'POKEMON'), ('Pokémon', 'ORG')]"
208326,"Our three heroes have lost their way in the depths of a dense wood, shrouded in thick, white mist. Momentarily giving up, they decide to break for a brief rest. As Ash wanders deeper into the wood, searching for firewood, he happens across a young boy being bullied by five classmates gathered around him. Eavesdropping on their conversation, Ash learns that the boys are attending the Pokémon Seminar (or 'Pokémon Zem' for short) - a preparatory school for Pokémon trainers. Graduates from the Pokémon Seminar are automatically qualified to participate in the Pokémon League without undergoing any actual test of skill. Although many children dream of entering the illustrious Seminar (or rather their parents dream of them entering), only the most wealthy children can enter the school. But there must be a reason for the gloom overshadowing the faces of the students of this aristocratic school.
","[('three', 'CARDINAL'), ('five', 'CARDINAL'), ('Ash', 'CHARACTER'), (""Pokémon Zem'"", 'PERSON'), ('Pokémon', 'ORG'), ('the Pokémon Seminar', 'ORG'), ('the Pokémon League', 'ORG'), ('Seminar', 'PERSON')]"
208327,"Still lost, the party continues to wander. Falling from a rope bridge, stumbling into pitfalls, being caught in various traps, they struggle on until reaching a village, not shown on their map, inhabited by Pokemon that have been injured in battle or abandoned by their masters. In this village, a kind-hearted young woman named Melanie cares for these Pokemon. Even as our heroes, touched by Melanie’s kind example, attempt to assist her in caring for the Pokemon, Team Rocket is slowly making its way toward the village. A combined effort of Melanie and Ash’s Pokemon is needed to battle and defeat Team Rocket, and as a result, Ash’s courage earns him a battle between Pikachu and Melanie’s bravest Pokemon, Bulbasaur. Will Pikachu defeat Bulbasaur, thus increasing Ash’s collection of Pokemon?",[]
208328,"As our heroes press on toward Vermilion City, they encounter a lone, weak Charmander at a mountain pass. Standing atop a stone, it appears to be waiting for someone. Ash immediately attempts to capture it, but fails. Giving up, Ash and friends head for a nearby Pokemon Center. There they run into Damien—the very boy who had abandoned the Charmander. A storm erupts. Our heroes go out in the middle of the night to rescue the deserted Pokemon. Their timing couldn’t be better for they saved the fiery Pokemon from an attack of vicious Spearow. Upon their return to the Pokemon Center, the Charmander is taken care of immediately, but the next morning he is gone, without a trace. Ash and friends go out to find him only to be side-tracked by the devious Team Rocket. Just when they thought they had captured Pikachu and rendered our heroes temporarily helpless, Charmander comes to the rescue. Will he ultimately become the next Pokemon to join Ash?","[('Pokemon Center', 'FAC'), ('Damien', 'GPE'), ('Spearow', 'POKEMON'), ('the Pokemon Center', 'ORG'), ('the next morning', 'TIME'), ('Pikachu', 'POKEMON'), ('Charmander', 'POKEMON'), ('Pokemon', 'ORG'), ('Ash', 'CHARACTER')]"
208329,"A company of Squirtles stand in the path of our heroes' enthusiastic march. To make matters worse, joining forces with Team Rocket, the Squirtles capture Ash and friends. When the Squirtles lock Pikachu, who has been critically injured, in a cage, Ash runs to retrieve a healing Potion. Upon Ash's return, a battle ensues between Team Rocket and our heroes. When it becomes apparent that Team Rocket has deserted the Squirtles, and even endangered them, Ash and his love of Pokémon prevails, and saves a Squirtle from certain doom. Will Ash's kind and brave act go unnoticed by the Squirtle?
",[]
208330,"The party emerges from the forest onto a beach, where in the distance they see a lighthouse, shining at the tops of a cliff. The lighthouse belongs to Bill, a Pokémon researcher who is awaiting the coming of a one-of-a-kind Pokémon, never before seen by humans. Before long, a tremendously large shadow begins to take form in the sea mists, but this possible discovery could be hindered due to the infamous Team Rocket lurking in the background cooking up another one of their schemes. Could such a legendary Pokémon truly exist?
","[('Bill', 'PERSON'), ('one', 'CARDINAL'), ('Pokémon', 'ORG')]"
208331,"Our heroes finally reach Vermilion City. They make their way to the Pokémon Center to refill their empty stomachs, but once there, they witness dozens of injured Pokémon being treated. Pikachu and Ash are alarmed to learn that all of these Pokémon were injured in battles with the Vermilion Gym Leader, Lt. Surge. Nonetheless, eager to earn a badge, Ash challenges Lt. Surge. Pikachu reluctantly enters the battle only to discover its opponent to be a Raichu, a fierce Pokémon with tremendous electric power. In order for Pikachu to successfully compete, it must demonstrate a stronger will than ever before displayed in battle. Could Pikachu possibly have a chance against Raichu's overwhelming strength?
","[('the Pokémon Center', 'ORG'), ('dozens', 'CARDINAL'), ('Ash', 'CHARACTER'), ('Pokémon', 'ORG'), ('Pikachu', 'POKEMON'), ('Raichu', 'POKEMON')]"
208332,"Ash and his party arrive at a port where the SS Anne, an international cruise liner, is docked. Receiving free tickets, from a mysterious duo, for a Pokémon Trainer party aboard the Santa Anne, they board the ship filled with anticipation of good food and lots of Pokémon excitement. Aboard the ship, bustling with Pokémon Trainers, Ash meets a distinguished gentleman who suggests they make a Pokémon trade. Ash exchanges his Butterfree for the gentleman's Raticate. Just then, the SS Anne is taken over by Team Rocket who had arranged the party as a ploy to steal Pokémon.
","[('Pokémon Trainer', 'ORG'), ('Santa Anne', 'GPE'), ('Pokémon Trainers', 'ORG'), ('Ash', 'CHARACTER'), ('Butterfree', 'POKEMON'), ('Raticate', 'POKEMON'), ('Pokémon', 'ORG')]"
208333,"With the St. Anne deep underwater, the group recovers and discover their predicament. Jessie and James wake up as well. When they meet up they initially start a battle, but the weight of their Pokémon rocks the boat. They agree to work together to get out. They find their way to a weak point in the boat where Charmander welds through it. Water gushes in and the three escape on water Pokémon. Team Rocket try to escape, but their Magikarp is too weak. They eventually float to the surface and are discovered by Pidgeotto who was searching for dry land. Just when the group are about to push overboard the apparently dead Team Rocket, they wake up. After sitting around starved for days with no land in sight, they start to consider eating Magikarp. They discover that Magikarp is all scale and bones. After James kicks Magikarp overboard, it evolves into Gyarados. The angry Gyarados does a Dragon Rage attack on them and they all spin away in a tornado created by Gyarados.
","[('St. Anne', 'GPE'), ('Jessie', 'CHARACTER'), ('Charmander', 'POKEMON'), ('three', 'CARDINAL'), ('Pokémon', 'ORG'), ('Pidgeotto', 'POKEMON'), ('days', 'DATE'), ('James', 'CHARACTER'), ('Magikarp', 'POKEMON'), ('Gyarados', 'POKEMON')]"
208334,"As our heroes and Team Rocket beat the odds by surviving the sinking ship, they are dragged into another potentially deadly situation when they are attacked by the ferocious Pokemon, Gyarados. One Gyarados becomes many and Ash, friends and foe are swept up in a tornado landing them in various locations on an island. Ash loses Pikachu and the Poke Balls containing Charmander, Squirtle and Bulbasaur. Jessie and James from Team Rocket, who land in another remote part of the island, also lose their Pokemon. Thus both Pokemon and their masters are left searching for each other on this strange island, inhabited by gigantic Pokemon. Where could this island be?","[('One', 'CARDINAL'), ('Gyarados', 'POKEMON'), ('Ash', 'CHARACTER'), ('Pikachu', 'POKEMON'), ('Charmander', 'POKEMON'), ('Squirtle', 'POKEMON'), ('Bulbasaur', 'POKEMON'), ('Jessie', 'CHARACTER'), ('James', 'CHARACTER'), ('Pokemon', 'ORG')]"
208335,"Ash, Misty and Brock begin their vacation in Porta Vista. Team Rocket are waiting for them trying to find ways to catch Pikachu. Ash and co. later ride a boat, and they crash into Team Rocket's submarine which then crashes into a dock owned by an old man. Ash needs to find some way to pay back the old man for his dock. Meanwhile, Team Rocket land on a beach and meet an old lady named Nastina working on her beach house. They volunteer to help her. Ash firsts tries to work at a restruant and customers flock. Team Rocket then sabotage it and the customers go away. Disappointed, Ash goes to Professor Oak and his mom. They tell him of a swimsuit competition for girls and for pokemon. Ash enters Misty who for pokemon, dresses Squirtle like an alien and Starmie as the UFO. She is greeted in the competition by Jesse and James. James pretends to be a girl with a fake inflatable body suit. They have Ekans and Koffing wrapped together as the great ""Leviathan"". Jesse and James are angry they lost, so they attack with their submarine and send a heat seeking missle. Ash gets Charmander to turn it around and it hits Team Rocket who blast off again. Nastina goes with them. In the end, Ash's mom wins the contest and they get enough money to pay back the old man.","[('Brock', 'CHARACTER'), ('Porta Vista', 'GPE'), ('Pikachu', 'POKEMON'), (""Team Rocket's"", 'ORG'), ('Oak', 'PERSON'), ('Misty', 'CHARACTER'), ('Squirtle', 'POKEMON'), ('Starmie', 'POKEMON'), ('Ekans', 'POKEMON'), ('Koffing', 'POKEMON'), ('Jesse', 'PERSON'), ('James', 'CHARACTER'), ('Charmander', 'POKEMON'), ('Nastina', 'PERSON'), ('Ash', 'CHARACTER')]"
208336,"Our heroes arrive at Hutber Port, where a ferryboat line runs to the mainland. There they meet a cousin of the old man’s competitor from Acapulco who, having recently acquired a great deal of money, is trying to construct a huge luxury hotel, turning a coral reef area into a tremendous resort. This section of coral reef, however, is very important to the Tentacool and Horsea that live there. When a huge school of Tentacool interferes with the construction of the hotel, the cousin and a group of young people organize a campaign to drive them away, offering a reward of $10,000 to anyone who can repel the Tentacool. Naturally this draws the attention of Team Rocket who attempt to get rid of the Tentacool by spreading a mixture of super secret stun sauce over the ocean. Their plan backfires, however, transforming the Tentacool into a gigantic Tentacruel which begins a fierce counterattack against the humans. In order to defeat this reign of terror, Ash, Misty, Brock and their Pokemon are drawn into a battle that will require more than just strong combative skill.","[('Hutber Port', 'FAC'), ('Acapulco', 'GPE'), ('Horsea', 'POKEMON'), ('10,000', 'MONEY'), ('Tentacool', 'POKEMON'), ('Tentacruel', 'POKEMON'), ('Ash', 'CHARACTER'), ('Misty', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Pokemon', 'ORG')]"
